subscription,district,name,address,volume,price,start_read_date,end_read_date
1074976,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1681 CADDE,2261,7529.13,2019-10-16 00:00:00,2020-08-22 00:00:00
2246193,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞHT. MAHMUT KAVAK PARKI,1785 SK,791,9748.95,2023-08-16 00:00:00,2023-09-16 00:00:00
2246194,ETİMESGUT,ETİMESGUT BELEDİYESİ TEVH İD PARKI,1630 CAD,337,1122.21,2020-06-10 00:00:00,2020-07-13 00:00:00
2246432,ETİMESGUT,ETİMESGUT BELEDİYESİ ALPARSLAN TÜRKEŞ PARKI-2,ALPARSLAN TÜRKEŞ SOKAK,293,1332.16,2018-04-03 00:00:00,2018-06-04 00:00:00
2246729,ETİMESGUT,ETİMESGUT BELEDİYESİ BİLG E PARKI,ŞAPKA DEVRİM CADDESİ,246,819.18,2020-06-15 00:00:00,2020-07-15 00:00:00
1071124,ETİMESGUT,ETİMESGUT BELEDİYESİ ERGENEKON PARKI,GÖZDE KENT 91,1047,3486.51,2020-09-14 00:00:00,2020-10-12 00:00:00
2247079,ETİMESGUT,ETİMESGUT BELEDİYESİ METEHAN PARKI,SİVAS KONGRESİ CAD,535,2162.07,2017-09-12 00:00:00,2017-10-06 00:00:00
1446745,ETİMESGUT,ETİMESGUT BELEDİYESİ SELİ M HAN PARKI,1977 SOKAK,88,293.04,2019-05-31 00:00:00,2019-07-06 00:00:00
2248697,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,11 CD,1834,20912.35,2023-07-15 00:00:00,2023-08-11 00:00:00
1070170,ETİMESGUT,ETİMESGUT BELEDİYESİ AYYI LDIZ YEŞİL ALAN 1,AHİ MESUT BLV,872,3503.06,2017-08-11 00:00:00,2017-09-13 00:00:00
1446548,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAHÇE MD.,1462 SOKAK,101,473.69,2014-05-10 00:00:00,2014-06-10 00:00:00
1445880,ETİMESGUT,ETİMESGUT BELEDİYESİ GÜZEL KENT PARKI,9 EYLÜL İZMİR CADDE,8,36.02,2015-09-14 00:00:00,2015-10-10 00:00:00
1073665,ETİMESGUT,ETİMESGUT BELEDİYESİ CEMİ L MERİÇ PARKI,KUV MİLLİYE CAD,75,748.87,2022-11-14 00:00:00,2023-05-15 00:00:00
1071355,ETİMESGUT,ETİMESGUT BELEDİYESİ 80.Y IL CUMHURİYET PARK 1,1574 SK,500,1956.39,2018-10-12 00:00:00,2019-06-11 00:00:00
2998464,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAHÇE MD.,KIZILIRMAK CAD,84,419.34,2021-10-12 00:00:00,2022-05-17 00:00:00
1446744,ETİMESGUT,ETİMESGUT BELEDİYESİ YAVU Z SELİM PARKI,10 CD,821,6858.43,2022-08-11 00:00:00,2022-09-12 00:00:00
1446365,ETİMESGUT,ETİMESGUT BELEDİYESİ TUNAHAN KOŞUYOLU PARKI,4.ETAP 57 PARSEL,411,1765.14,2017-11-07 00:00:00,2018-05-02 00:00:00
2246204,ETİMESGUT,ETİMESGUT BELEDİYESİ AYIŞ IĞI PARKI,83 SOKAK,220,2536.31,2023-07-17 00:00:00,2023-08-16 00:00:00
1445886,ETİMESGUT,ETİMESGUT BELEDİYESİ ÇİÇE K PARKI,573 SOKAK ( BOZHÖYÜK ),347,1163.44,2021-07-10 00:00:00,2021-08-14 00:00:00
2248115,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,2308 SOKAK,184,1094.51,2021-11-10 00:00:00,2022-08-12 00:00:00
2248432,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,KÜRŞAT CAD,240,1139.55,2018-06-01 00:00:00,2018-07-03 00:00:00
122096,ETİMESGUT,ETİMESGUT BELEDİYESİ AKŞEMSETTİN PARKI,1945 SK,217,722.61,2020-06-11 00:00:00,2020-08-14 00:00:00
1070058,ETİMESGUT,ETİMESGUT BELEDİYESİ ZABITA KARAKOLU,1460 SOKAK,27,120.9,2018-03-31 00:00:00,2018-05-04 00:00:00
2997839,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAHÇ MÜD.,1109.SOKAK,85,909.27,2023-06-14 00:00:00,2023-07-17 00:00:00
1447084,ETİMESGUT,ETİMESGUT BELEDİYESİ OSMAN BÖLÜKBAŞI PARK,2199 SK,627,2709.32,2015-02-14 00:00:00,2015-06-13 00:00:00
2246717,ETİMESGUT,ETİMESGUT BELEDİYESİ SERÇE PARKI,1907 SK,72,319.68,2015-07-13 00:00:00,2015-08-13 00:00:00
1073665,YENİMAHALLE,T.C.ETİMESGUT BLD.BŞK.PRK .BAH.MÜD.YEŞİL ALAN,BELİRSİZ,385,1808.44,2014-07-10 00:00:00,2014-08-12 00:00:00
2246934,ETİMESGUT,ETİMESGUT BELEDİYESİ PARK,TOKİ 3 BÖLGE 87/1,450,2070.9,2018-05-02 00:00:00,2018-06-01 00:00:00
2247387,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1820 CAD,131,1135.18,2022-09-15 00:00:00,2022-10-14 00:00:00
1445863,ETİMESGUT,ETİMESGUT BELEDİYESİ 9.EY LÜL PARKI,6 CADDE,522,4223.68,2022-07-18 00:00:00,2022-08-17 00:00:00
1070166,ETİMESGUT,ETİMESGUT BELEDİYESİ MECLİS PARKI,3.ETAP 52.PARSEL,129,612.64,2018-06-01 00:00:00,2018-07-04 00:00:00
2246722,ETİMESGUT,ETİMESGUT BELEDİYESİ SULTAN SENCER PARKI,1890 SOKAK,960,4317.51,2018-09-14 00:00:00,2018-10-11 00:00:00
1073665,ETİMESGUT,ETİMESGUT BELEDİYESİ CEMİ L MERİÇ PARKI,KUV MİLLİYE CAD,150,1060,2022-05-19 00:00:00,2022-06-15 00:00:00
1445875,ETİMESGUT,ETİMESGUT BELEDİYESİ ZÜBE YDE HANIM PARKI,336 SOKAK,40,133.2,2019-09-17 00:00:00,2019-10-15 00:00:00
2998380,ETİMESGUT,ETİMESGUT BEL.BŞK,314 SOKAK,223,783.85,2021-09-13 00:00:00,2021-10-13 00:00:00
1446920,ETİMESGUT,ETİMESGUT BELEDİYESİ ALİ RIZA EFENDİ PARKI,4 CAD,215,1515.38,2022-05-17 00:00:00,2022-06-15 00:00:00
1445875,ETİMESGUT,ETİMESGUT BELEDİYESİ ZÜBE YDE HANIM PARKI,336 SOKAK,127,422.91,2021-05-10 00:00:00,2021-06-10 00:00:00
1070781,ETİMESGUT,ETİMESGUT BELEDİYESİ BAHÇELİ PARKI,K.FİLİZ SİT,360,1370.79,2018-11-09 00:00:00,2019-06-11 00:00:00
2998480,ETİMESGUT,ETİMESGUT BEL.BŞK PARK VE BAHÇE MD.,3287 CAD,1624,12981.79,2022-07-07 00:00:00,2022-08-11 00:00:00
1446748,ETİMESGUT,ETİMESGUT BELEDİYESİ GÖKTÜRK PARKI,1646 SK,112,419.8,2018-12-08 00:00:00,2019-05-03 00:00:00
2246931,ETİMESGUT,ETİMESGUT BELEDİYESİ ETİMESGUT BELEDİYESİ,1636 SK,98,818.67,2022-08-11 00:00:00,2022-09-12 00:00:00
1070781,ETİMESGUT,ETİMESGUT BELEDİYESİ BAHÇELİ PARKI,K.FİLİZ SİT,203,807.7,2017-06-03 00:00:00,2017-07-07 00:00:00
2247285,ETİMESGUT,ETİMESGUT BEL.BAŞK. PARK VE BAHÇ.MÜD.,1889 SK,784,2610.72,2019-07-11 00:00:00,2019-08-19 00:00:00
1073663,ETİMESGUT,ETİMESGUT BELEDİYESİ ANAFARTALAR PARKI,4.ETAP 21 PARSEL,100,861.25,2022-09-12 00:00:00,2022-10-10 00:00:00
1070732,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞÜKR Ü KALE PARKI,AHİ ELVAN CADDESİ,28,137.68,2021-10-07 00:00:00,2022-05-12 00:00:00
257197,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞİRİNLER PARKI,ŞİRİNLER SOKAK,146,486.18,2021-06-09 00:00:00,2021-07-06 00:00:00
1447091,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİ PARKI,598 SK,34,113.22,2019-04-04 00:00:00,2019-05-07 00:00:00
2247286,ETİMESGUT,ETİMESGUT BEL.BAŞK. PARK VEBAHÇ.MÜD.,YOLCULAR CAD,496,2206.54,2018-03-05 00:00:00,2018-05-04 00:00:00
1071124,ETİMESGUT,ETİMESGUT BELEDİYESİ ERGENEKON PARKI,GÖZDE KENT 91,2023,16157.64,2022-07-08 00:00:00,2022-08-10 00:00:00
1445861,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞEKE R PARKI,1408 CADDE,34,116.93,2021-08-13 00:00:00,2021-09-13 00:00:00
1073662,ETİMESGUT,ETİMESGUT BELEDİYESİ TÜRKİSTAN PARKI,4.ETAP 21 PARSEL,251,835.83,2019-09-16 00:00:00,2019-10-16 00:00:00
2246199,YENİMAHALLE,ETİMESGUT BLD. BŞK. PARK VE BAHÇE MÜD.,48248 ADA İLE 48249 ADA KARŞISI,144,680.32,2014-08-13 00:00:00,2014-09-09 00:00:00
2248298,ETİMESGUT,ETİMESGUT BEL. BŞK. PARK VE BAHÇELER MÜD.,4497 CAD,1211,4157.64,2021-08-11 00:00:00,2021-09-11 00:00:00
1447090,ETİMESGUT,ETİMESGUT BELEDİYESİ ORHAN VELİ KANIK PARKI,1402 SK,371,1790.79,2018-08-06 00:00:00,2018-10-13 00:00:00
2247079,ETİMESGUT,ETİMESGUT BELEDİYESİ METEHAN PARKI,SİVAS KONGRESİ CAD,149,496.17,2019-05-09 00:00:00,2019-06-13 00:00:00
2246934,ETİMESGUT,ETİMESGUT BELEDİYESİ PARK,TOKİ 3 BÖLGE 87/1,162,539.46,2019-04-04 00:00:00,2019-05-04 00:00:00
1445915,ETİMESGUT,ETİMESGUT BELEDİYESİ ALİ KUŞÇU PARKI,2.İNÖNÜ CAD,467,1858.09,2017-06-03 00:00:00,2017-07-06 00:00:00
1446752,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİM ESUT PARKI,ŞEHİT MUSTAFA SOLAK CADDE,1,10.33,2023-04-11 00:00:00,2023-05-15 00:00:00
2248700,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,2345 SOKAK,4,16.98,2018-07-26 00:00:00,2019-05-06 00:00:00
537474,ETİMESGUT,ETİMESGUT BELEDİYESİ NERGİZ PARKI,1773 CD,752,7782.73,2022-10-11 00:00:00,2023-09-15 00:00:00
2997599,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1747 CADDE,552,1838.16,2019-09-03 00:00:00,2019-10-12 00:00:00
2248671,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,ERZURUM KONGRESİ CD,1621,5397.93,2019-10-17 00:00:00,2020-06-17 00:00:00
2246808,ETİMESGUT,E.GUT BLD.BŞK.PRK.BAH.MÜD .ŞHT.HARUN TURAN PARKI,FATİH CAD,318,2753.99,2022-09-14 00:00:00,2022-10-14 00:00:00
1445859,ETİMESGUT,ETİMESGUT BELEDİYESİ PİYADE SPOR TESİSLERİ,2003 SK,562,1871.46,2020-07-10 00:00:00,2020-08-19 00:00:00
1446749,ETİMESGUT,ETİMESGUT BELEDİYESİ FİDAN PARKI,1688 SOKAK,275,915.75,2020-11-13 00:00:00,2021-05-08 00:00:00
1446115,ETİMESGUT,ETİMESGUT BELEDİYESİ AYBİKE PARKI,ALPARSLAN TÜRKEŞ SOKAK,116,498.19,2017-11-07 00:00:00,2018-05-02 00:00:00
1071962,ETİMESGUT,ETİMESGUT BELEDİYESİ 80.Y IL CUMHURİYET PARK 2,1574 SK,531,1862.16,2021-09-09 00:00:00,2021-10-08 00:00:00
1071088,ETİMESGUT,ETİMESGUT BELEDİYESİ ÖZKA N BİNGÖL PARKI,İSTASYON CADDESİ,1344,15445.82,2023-07-14 00:00:00,2023-08-16 00:00:00
2246727,ETİMESGUT,ETİMESGUT BELEDİYESİ YEİL OVA PARKI,3998 SK,657,3712.94,2021-12-08 00:00:00,2022-06-10 00:00:00
1445875,ETİMESGUT,ETİMESGUT BELEDİYESİ ZÜBE YDE HANIM PARKI,336 SOKAK,104,346.32,2021-06-10 00:00:00,2021-07-08 00:00:00
2247386,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1551 SOKAK,532,2374.69,2018-09-15 00:00:00,2018-10-12 00:00:00
1447083,ETİMESGUT,ETİMESGUT BELEDİYESİ OSMAN SERDENGEÇTİ PARKI,2167 SK,282,1250.01,2015-06-11 00:00:00,2015-07-11 00:00:00
1445879,ETİMESGUT,ETİMESGUT BELEDİYESİ ASMALI KONAK PARKI,AK 91 SİTESİ,947,4204.68,2015-07-07 00:00:00,2015-08-14 00:00:00
2248802,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,MUAMMER CAD,1908,6391.8,2021-07-08 00:00:00,2021-08-13 00:00:00
1445920,ETİMESGUT,ETİMESGUT BELEDİYESİ DEDE EFENDİ PARKI,1.İNÖNÜ CAD,311,3808.46,2023-08-14 00:00:00,2023-09-12 00:00:00
2247111,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAH.MÜD.,277 SOKAK,37,123.21,2020-08-17 00:00:00,2020-09-15 00:00:00
2247386,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1551 SOKAK,3830,12753.9,2019-09-18 00:00:00,2020-07-14 00:00:00
1446919,ETİMESGUT,ETİMESGUT BELEDİYESİ NİSAN PARKI,ŞEHİT MEHMET ALİ ARSLAN CAD,62,206.46,2019-05-03 00:00:00,2019-06-01 00:00:00
2246432,ETİMESGUT,ETİMESGUT BELEDİYESİ ALPARSLAN TÜRKEŞ PARKI-2,ALPARSLAN TÜRKEŞ SOKAK,260,865.8,2020-08-18 00:00:00,2020-09-18 00:00:00
2997622,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1857 CAD,226,752.58,2020-09-12 00:00:00,2020-10-14 00:00:00
2998887,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAHÇ.MD.,1847 SK,8,81.37,2022-10-20 00:00:00,2023-08-12 00:00:00
1445883,ETİMESGUT,ETİMESGUT BELEDİYESİ LOZAN PARKI,ERKENT SİTESİ,402,1782.3,2015-06-15 00:00:00,2015-07-13 00:00:00
2248419,ETİMESGUT,E.GUT BEL.BŞK.PARK VE BAH .MÜD.,1457 SK,1199,6526.59,2021-11-11 00:00:00,2022-06-13 00:00:00
2998734,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,KÜME EVLERİ,19,164.19,2022-09-14 00:00:00,2022-10-12 00:00:00
2246729,ETİMESGUT,ETİMESGUT BELEDİYESİ BİLG E PARKI,260 SOKAK,169,1414.88,2022-08-16 00:00:00,2022-09-14 00:00:00
2998469,ETİMESGUT,E.GUT BEL.BŞK.PARK VE BAH . MÜD.,ÜÇ ŞEHİTLER CAD,133,1382.15,2023-05-12 00:00:00,2023-06-10 00:00:00
1445876,ETİMESGUT,ETİMESGUT BELEDİYESİ ÇETİN ERTAŞ KARŞISI,1477 SOKAK,154,687.23,2018-09-15 00:00:00,2018-10-13 00:00:00
2246196,ETİMESGUT,ETİMESGUT BELEDİYESİ ERYA MAN EMEKLİLER KONAĞI PAR,ERZURUM KONGRESİ CD,2287,7615.71,2020-09-16 00:00:00,2020-10-20 00:00:00
1446382,ETİMESGUT,ETİMESGUT BELEDİYESİ MUHSİN YAZICIOĞLU PARKI,ŞEHİT ASTSUBAY SEÇKİN ÇİL CADDESİ,722,2738.41,2015-09-12 00:00:00,2016-06-09 00:00:00
1445814,ETİMESGUT,ETİMESGUT BELEDİYESİ BALK AN TÜRKLERİ PARKI,KUVAYİ MİLLİYE CAD,352,1172.16,2020-09-16 00:00:00,2020-10-15 00:00:00
2247285,ETİMESGUT,ETİMESGUT BEL.BAŞK. PARK VE BAHÇ.MÜD.,1889 SK,65,340.25,2021-10-12 00:00:00,2022-06-15 00:00:00
1070987,ETİMESGUT,ETİMESGUT BELEDİYESİ KARTAL PARKI,ETİLER CADDESİ,74,256.78,2016-08-13 00:00:00,2016-09-17 00:00:00
181942,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİMESGUT PARKI,2057 SOKAK,16,63.77,2017-07-12 00:00:00,2017-08-08 00:00:00
2248705,ETİMESGUT,ETİMESGUT BELEDİYE BAŞK.P ARK VE BAHÇE.MÜD.,1331 SK,160,532.8,2019-04-05 00:00:00,2019-05-03 00:00:00
1446753,ETİMESGUT,ETİMESGUT BELEDİYESİ ABDÜRRAHİM KARAKOÇ PARKI,1768 CADDE,1291,5764.31,2018-09-15 00:00:00,2018-10-11 00:00:00
1446100,ETİMESGUT,ETİMESGUT BELEDİYESİ GÖNÜL YOLU YANI PARKI,TURGUT ASLAN SİTESİ,1756,8780.92,2018-08-03 00:00:00,2018-09-10 00:00:00
1446919,ETİMESGUT,ETİMESGUT BELEDİYESİ NİSAN PARKI,ŞEHİT MEHMET ALİ ARSLAN CAD,50,202.14,2017-09-12 00:00:00,2017-10-11 00:00:00
2246725,ETİMESGUT,ETİMESGUT BELEDİYESİ NAKLİYECİLER PARKI,2472 CADDE,729,2427.57,2019-05-30 00:00:00,2019-07-12 00:00:00
1073242,ETİMESGUT,ETİMESGUT BELEDİYESİ ZEYNEPÇİK PARKI,1773 CADDE,7,24.17,2016-06-10 00:00:00,2016-07-15 00:00:00
2998403,ETİMESGUT,E.GUT BEL.BŞK.PARK VE BAH .MÜD.,MARTI SK,187,1416.98,2022-06-14 00:00:00,2022-07-15 00:00:00
2247266,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,1870 SK,326,1085.58,2019-10-15 00:00:00,2020-06-16 00:00:00
1073665,ETİMESGUT,ETİMESGUT BELEDİYESİ CEMİ L MERİÇ PARKI,KUV MİLLİYE CAD,468,1891.39,2017-09-09 00:00:00,2017-10-07 00:00:00
1071124,ETİMESGUT,ETİMESGUT BELEDİYESİ ERGENEKON PARKI,GÖZDE KENT 91,102,1052.58,2023-04-08 00:00:00,2023-05-11 00:00:00
137000,ETİMESGUT,ETİMESGUT BELEDİYESİ ALSANCAK PARKI,KESKİN CD,80,316.8,2017-05-08 00:00:00,2017-06-06 00:00:00
2246726,ETİMESGUT,ETİMESGUT BELEDİYESİ ORHAN GAZİ PARKI,AHİ MESUT BLV,288,1091.57,2015-09-13 00:00:00,2016-06-09 00:00:00
2246718,ETİMESGUT,ETİMESGUT BELEDİYESİ SULTAN PARKI,1431 SK,103,344.99,2021-07-07 00:00:00,2021-08-13 00:00:00
2247110,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD. GÖNÜL YOLU PARKI,349 SK REAL CİTY,975,12016.72,2023-08-16 00:00:00,2023-09-16 00:00:00
2247110,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD. GÖNÜL YOLU PARKI,349 SK REAL CİTY,672,4733.87,2022-05-18 00:00:00,2022-06-14 00:00:00
1447091,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİ PARKI,598 SK,196,652.68,2020-08-19 00:00:00,2020-09-16 00:00:00
1070960,ETİMESGUT,ETİMESGUT BELEDİYESİ KERK ÜK PARKI,DOĞUŞ 91 SİTESİ,321,1202.26,2018-12-08 00:00:00,2019-05-04 00:00:00
2246808,ETİMESGUT,E.GUT BLD.BŞK.PRK.BAH.MÜD .ŞHT.HARUN TURAN PARKI,1 ETAP,1148,3822.84,2019-09-12 00:00:00,2019-10-11 00:00:00
1070728,ETİMESGUT,ETİMESGUT BELEDİYESİ BAHÇ ELİ PARKI ŞELALE,K.FİLİZ SİT,119,620.63,2021-11-11 00:00:00,2022-05-17 00:00:00
1070058,ETİMESGUT,ETİMESGUT BELEDİYESİ ZABITA KARAKOLU,1460 SOKAK,21,83.16,2017-05-08 00:00:00,2017-06-05 00:00:00
2998351,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAH.MÜD.,ETİMESGUT BUL,426,4911.21,2023-07-17 00:00:00,2023-08-16 00:00:00
2246727,ETİMESGUT,ETİMESGUT BELEDİYESİ YEİL OVA PARKI,3998 SK,336,1118.88,2020-09-17 00:00:00,2020-10-14 00:00:00
2998722,ETİMESGUT,E.GUT BEL.BŞK.PARK VE BAH .MÜD.,235 SK,12,124.7,2023-05-10 00:00:00,2023-06-10 00:00:00
1070166,ETİMESGUT,ETİMESGUT BELEDİYESİ MECL İS PARKI (KAPALI),3.ETAP 52.PARSEL,66,501.17,2022-06-15 00:00:00,2022-07-16 00:00:00
1070732,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞÜKRÜ KALE PARKI,AHİ ELVAN CADDESİ,172,681.12,2017-05-09 00:00:00,2017-06-08 00:00:00
1447017,ETİMESGUT,ETİMESGUT BEL.PARK VE BAH .MÜD.,KÜRŞAT CAD,347,1738.47,2018-08-07 00:00:00,2018-09-15 00:00:00
1447091,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİ PARKI,598 SK,73,243.09,2019-06-12 00:00:00,2019-07-09 00:00:00
1070730,ETİMESGUT,ETİMESGUT BELEDİYESİ PROF.DR.NECMETTİN ERBAKAN,1538 SOKAK,4,13.32,2019-05-04 00:00:00,2019-06-01 00:00:00
1446114,ETİMESGUT,ETİMESGUT BELEDİYESİ YAĞMUR PARKI,1541 SOKAK,108,492,2018-09-12 00:00:00,2018-10-11 00:00:00
123615,ETİMESGUT,ETİMESGUT BELEDİYESİ KELOĞLAN PARKI,KAZIM KARABEKİR SOKAK,114,379.62,2019-09-16 00:00:00,2019-10-15 00:00:00
1446744,ETİMESGUT,ETİMESGUT BELEDİYESİ YAVU Z SELİM PARKI,10 CD,670,2231.1,2020-06-12 00:00:00,2020-07-14 00:00:00
1070987,ETİMESGUT,ETİMESGUT BELEDİYESİ KARTAL PARKI,ETİLER CADDESİ,344,1145.52,2019-08-08 00:00:00,2019-09-12 00:00:00
1073663,ETİMESGUT,ETİMESGUT BELEDİYESİ ANAFARTALAR PARKI,4.ETAP 21 PARSEL,269,924.63,2021-08-11 00:00:00,2021-09-13 00:00:00
2997930,ETİMESGUT,E.GUT BL.BŞ.PARK VE BH.MD .ŞH.TUFAN KANSUVA PARKI,536 SOKAK,543,7011.53,2023-09-13 00:00:00,2023-10-14 00:00:00
1445920,ETİMESGUT,ETİMESGUT BELEDİYESİ DEDE EFENDİ PARKI,1.İNÖNÜ CAD,96,1020.05,2023-06-12 00:00:00,2023-07-13 00:00:00
1445921,ETİMESGUT,ETİMESGUT BELEDİYESİ DUA TEPE PARKI,2.İNÖNÜ CAD,221,758.58,2021-08-13 00:00:00,2021-09-10 00:00:00
2248700,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,2345 SOKAK,23,76.59,2019-07-13 00:00:00,2019-08-19 00:00:00
269999,ETİMESGUT,ETİMESGUT BELEDİYESİ NENE HATUN HANIMLAR PARKI,2052 SOKAK,63,289.46,2018-04-30 00:00:00,2018-05-31 00:00:00
1071414,ETİMESGUT,ETİMESGUT BELEDİYESİ AŞIK VEYSEL PARKI,HARF DEVRİMİ CADDESİ,677,2736.94,2017-09-12 00:00:00,2017-10-11 00:00:00
1445915,ETİMESGUT,ETİMESGUT BELEDİYESİ ALİ KUŞÇU PARKI,2.İNÖNÜ CAD,62,206.46,2020-11-17 00:00:00,2021-05-07 00:00:00
2246723,ETİMESGUT,ETİMESGUT BELEDİYESİ ŞH.AYMETTİN GELERİ PARK,2662 SK,254,845.82,2020-08-19 00:00:00,2020-09-17 00:00:00
2247311,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,2366 SOKAK,1168,4363.3,2015-08-26 00:00:00,2016-09-19 00:00:00
1446919,ETİMESGUT,ETİMESGUT BELEDİYESİ NİSAN PARKI,ŞEHİT MEHMET ALİ ARSLAN CAD,28,93.24,2019-08-16 00:00:00,2019-10-14 00:00:00
1071124,ETİMESGUT,ETİMESGUT BELEDİYESİ ERGENEKON PARKI,GÖZDE KENT 91,1245,8646.31,2022-05-12 00:00:00,2022-06-10 00:00:00
2997840,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAHÇ MÜD.,MİL KOP KONUT,192,1100.49,2022-01-11 00:00:00,2022-05-13 00:00:00
137000,ETİMESGUT,ETİMESGUT BELEDİYESİ ALSANCAK PARKI,KESKİN CD,39,146.45,2016-11-12 00:00:00,2017-05-08 00:00:00
1071391,ETİMESGUT,ETİMESGUT BELEDİYESİ ALPARSLAN TÜRKEŞ PARKI-1,ALPARSLAN TÜRKEŞ SOKAK,280,947.93,2016-04-09 00:00:00,2016-05-12 00:00:00
122096,ETİMESGUT,ETİMESGUT BELEDİYESİ AKŞEMSETTİN PARKI,1945 SK,161,789.94,2018-07-02 00:00:00,2018-08-02 00:00:00
2246729,ETİMESGUT,ETİMESGUT BELEDİYESİ BİLG E PARKI,ŞAPKA DEVRİM CADDESİ,19,81.05,2017-10-12 00:00:00,2018-05-03 00:00:00
1446743,ETİMESGUT,ETİMESGUT BELEDİYESİ EVLİYA ÇELEBİ PARKI,1768 CADDE,1,3.33,2019-05-07 00:00:00,2019-06-11 00:00:00
2247111,ETİMESGUT,ETİMESGUT BEL.BŞK.PARK VE BAH.MÜD.,277 SOKAK,1,3.51,2021-09-14 00:00:00,2021-10-12 00:00:00
2246934,ETİMESGUT,T.C.ETİMESGUT BLD.BŞK. PA RK VE BAHÇ. MÜD.,4462 CAD,595,1981.35,2021-06-07 00:00:00,2021-07-06 00:00:00
2998180,ETİMESGUT,E.GUT BEL.BŞK. PARK VE BA H.MÜD.,HÖYÜK CD,463,5980.88,2023-09-14 00:00:00,2023-10-14 00:00:00
1446752,ETİMESGUT,ETİMESGUT BELEDİYESİ AHİM ESUT PARKI,ŞEHİT MUSTAFA SOLAK CADDE,757,2540.49,2021-07-08 00:00:00,2021-08-17 00:00:00
1446176,ETİMESGUT,ETİMESGUT BELEDİYESİ Ş.JAN.TĞ.SEDAT NEZİH ÖZOK,YAYIKLI KENT 2,207,710.7,2021-08-14 00:00:00,2021-09-10 00:00:00
1446743,ETİMESGUT,T.C.ETİMESGUT BLD.BŞK.PRK .BAH.MÜD.,1768 CADDE,50,148.08,2014-04-05 00:00:00,2014-05-14 00:00:00
2998358,ETİMESGUT,ETİMESGUT BEL.BŞK. PARK V E BAHÇE MÜD.,1580 CAD,692,4871.68,2022-05-16 00:00:00,2022-06-15 00:00:00
1446424,ETİMESGUT,ETİMESGUT BELEDİYESİ SAĞLIK PARKI,2662 SK,372,1427.96,2015-09-12 00:00:00,2016-05-11 00:00:00
2997929,ETİMESGUT,E.GUT BEL.BŞK.PARK VE BAH .MÜD.,2649.SOKAK,146,1268.65,2022-09-15 00:00:00,2022-10-17 00:00:00
1445877,ETİMESGUT,ETİMESGUT BELEDİYESİ AHIS KA PARKI,13 CADDE,112,776.53,2022-05-13 00:00:00,2022-06-09 00:00:00
1446744,ETİMESGUT,ETİMESGUT BELEDİYESİ YAVU Z SELİM PARKI,10 CD,739,5168.23,2022-05-13 00:00:00,2022-06-13 00:00:00
1446443,ETİMESGUT,ETİMESGUT BELEDİYESİ TUĞR A PARKI,YESİLKONAK SİTESİ,177,622.45,2021-09-14 00:00:00,2021-10-14 00:00:00
1070730,ETİMESGUT,ETİMESGUT BELEDİYESİ PROF.DR.NECMETTİN ERBAKAN,1538 SOKAK,318,1058.94,2020-06-12 00:00:00,2020-07-14 00:00:00
