subscription,district,name,address,volume,price,start_read_date,end_read_date
1072923,ÇANKAYA,CEYHUN ATIF KANSU PARKI,2933 SK,2.0,7.95,2018-10-31,2019-04-26
427503,ÇANKAYA,ABİDİNPAŞA PARKI,ŞEHİT İSMAİL KILIÇ SK,43.0,168.07,2018-10-27,2019-05-23
1446911,ÇANKAYA,EROL GÜNAYDIN PARKI,TÜRKKONUT CAD,98.0,326.34,2020-11-05,2021-06-28
674158,ÇANKAYA,KARDELEN PARKI,2168 SK,14.0,46.62,2021-05-31,2021-06-28
2246705,ÇANKAYA,GAZZE PARKI,1139 SK,305.0,1333.61,2015-04-30,2015-06-01
1071429,ÇANKAYA,MEDENİ YILDIRIM PARKI,1315 CAD,43.0,355.19,2022-07-30,2022-09-01
1070496,ÇANKAYA,HUZUR PARKI,2957 SK (OYAK 3 SITESİ),7.0,51.64,2022-06-02,2022-06-29
1446938,ÇANKAYA,SEYİT AHMET ARVASİ PARKI,1242 CAD,256.0,1032.04,2017-08-26,2017-09-30
671209,ÇANKAYA,GÜNEŞ PARKI,CEYHUN ATIF KANSU CAD,33.0,146.5,2015-07-01,2015-08-04
1446455,ÇANKAYA,ÖZGÜN PARKI,2494 SK,9.0,66.21,2022-06-01,2022-06-29
670666,ÇANKAYA,TEOMAN EREL PARKI,LAYOŞ KOŞUT CAD,545.0,2184.14,2017-08-01,2017-08-26
2246023,ÇANKAYA,AHMET KARAMAN PARKI,BEYSUPARK SİT,375.0,2443.39,2022-04-01,2022-06-03
1071044,ÇANKAYA,AŞIK V EYSEL-1 PARKI,HÜRRİYET CAD,6.0,44.01,2022-05-31,2022-06-28
1070789,ÇANKAYA,ATATÜRK SİTESİ PARKI,HACI MUSTAFA BEYNAM SK,84.0,294.0,2021-09-03,2021-10-04
2247725,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,959 SK,114.0,379.62,2019-05-23,2019-07-02
1446291,ÇANKAYA,ALİ DİNÇER FİDANLIK,ALİ FUAT CEBESOY CAD,2.0,8.9,2015-06-29,2015-10-02
1446436,ÇANKAYA,RAUF DENKTAŞ PARKI,3047 SK,359.0,1426.1,2017-05-25,2017-06-23
1072923,ÇANKAYA,CEYHUN ATIF KANSU PARKI,2933 SK,2061.0,7099.41,2016-05-31,2016-06-28
2246355,ÇANKAYA,PARK,ŞEHİT ERSAN CAD,126.0,1248.76,2022-09-29,2023-07-05
1071503,ÇANKAYA,İSMET İNÖNÜ PARKI,948 SK,14847.0,49440.51,2019-11-05,2020-06-03
1072913,ÇANKAYA,GÖKKUŞ AĞI PARKI,2960 SK (GÖZDE EVLER SIT),114.0,1154.36,2022-12-05,2023-07-05
427503,ÇANKAYA,ABİDİNPAŞA PARKI,ŞEHİT İSMAİL KILIÇ SK,42.0,139.86,2020-09-07,2020-10-05
2246391,ÇANKAYA,PARK,ADAKALE SK,34.0,113.22,2020-08-04,2020-09-07
1071254,ÇANKAYA,MUHTARLIK YANI Y.ALAN,MAHMUT ESAT BOZKURT CAD,31.0,103.3,2021-06-29,2021-08-05
2246775,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,3250 CAD,1063.0,5542.62,2021-11-29,2022-04-28
674759,ÇANKAYA,GÖRKEM PARKI,PROF DR TURAN EROL CADDESİ,352.0,1172.16,2019-06-27,2019-08-02
671209,ÇANKAYA,GÜNEŞ PARKI,CEYHUN ATIF KANSU CAD,17.0,58.99,2016-08-31,2016-10-03
1071387,ÇANKAYA,BARIŞ SİTE PARK,2101 SK,131.0,573.78,2015-05-05,2015-06-01
1446295,ÇANKAYA,PARK,826 SK,3.0,11.1,2016-09-02,2017-05-29
1073837,ÇANKAYA,T.C.ÇANK.BLD.BŞK.PRK.BAH. MÜD.YEŞİL ALAN,1011 SK,18.0,59.94,2019-01-24,2019-06-27
1446976,ÇANKAYA,A.İSMAİL KORKMAZ PARK,1226 SK,57.0,189.81,2020-06-01,2020-07-03
1071410,ÇANKAYA,UKRANYA PODİL 1 PARKI,596 SK,300.0,3375.8,2023-07-08,2023-08-07
1446924,ÇANKAYA,ETHEM SARISÜLÜK PARKI,2133 SK,350.0,1210.32,2016-06-27,2016-08-02
2246391,ÇANKAYA,PARK,ADAKALE SK,5.0,16.65,2021-05-28,2021-06-26
1445850,ÇANKAYA,TEOMAN ÖZTÜRK PARKI,KARAKAŞ SK,1384.0,6742.46,2018-06-25,2018-07-24
1445349,ÇANKAYA,SULTAN FATİH PARKI,2432 CAD,1285.0,5114.3,2017-06-30,2017-07-29
1447066,ÇANKAYA,KIVIRCIK ALİ PARKI,1026 CAD,122.0,958.08,2022-07-01,2022-08-02
1446053,ÇANKAYA,SULTAN GENÇ,1057 CAD,693.0,3996.62,2021-10-29,2022-08-03
1446958,ÇANKAYA,MECLİS PARKI,HAVUZLU SK,35.0,116.55,2021-06-26,2021-08-02
2247247,ÇANKAYA,ÇANKAYA BEL.BK.PARK.BAH.M D.DOÇ.DR.AHMET KÜÇÜKEL P,3306 SK,45.0,215.83,2018-09-04,2018-10-02
1071264,ÇANKAYA,ALİ GÖKTAŞ PARKI,DİKMENYILDIZ SK,123.0,409.59,2019-11-02,2020-06-01
2246307,ÇANKAYA,MEHMET AYVALITAŞ PARKI,319 SK,151.0,1114.04,2022-06-02,2022-06-29
2246774,ÇANKAYA,ÇANKAYA BEL. BŞK. PARK BA H. MÜD.,1017 SK,98.0,326.34,2020-08-07,2020-09-08
1446356,ÇANKAYA,HAKKI YUMUŞ PARKI,1163 CAD,75.0,903.75,2023-08-05,2023-09-04
2246356,ÇANKAYA,YENİDE N YAŞAM PARKI,1235 CAD,611.0,2112.98,2016-06-28,2016-08-01
2246306,ÇANKAYA,PARK,SAKARYA CAD,54.0,179.82,2020-08-07,2020-09-07
1071486,ÇANKAYA,MAKİŞ PARKI,1936 CAD,7.0,73.48,2023-06-01,2023-07-08
1445601,ÇANKAYA,PARK,ŞEMSETTİN GÜNALTAY CAD,269.0,3011.65,2023-07-08,2023-08-05
1445351,ÇANKAYA,ATEŞBÖCEĞİ PARKI,DUHAKENT KOP 87/1 PARSEL,325.0,1082.25,2019-11-04,2020-07-03
1070998,ÇANKAYA,SAÇAK 1 PARKI,GALİP ERDEM CAD,77.0,282.22,2015-11-04,2016-04-27
1446034,ÇANKAYA,TEKNO PARK,2844 SK,702.0,2337.66,2021-05-28,2021-06-26
1071348,ÇANKAYA,SARI ZEYBEK PARKI,2483 CAD,1058.0,3523.14,2019-06-27,2019-07-31
674757,ÇANKAYA,MİNİ PARK,BAŞÇAVUŞ SK,46.0,153.18,2020-07-06,2020-08-06
2997566,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH. MÜD.,950 SK,285.0,949.05,2020-09-07,2020-10-06
1446288,ÇANKAYA,OMUR İLİK FELÇLİLER PARKI,2653 SK,8.0,82.33,2023-03-28,2023-04-29
421669,ÇANKAYA,ÖZGÜRLÜK PARKI,TEKMAN CAD,116.0,395.56,2021-08-05,2021-09-03
1445850,ÇANKAYA,TEOMAN ÖZTÜRK PARKI,KARAKAŞ SK,1.0,3.33,2020-04-01,2020-04-29
2997566,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH. MÜD.,950 SK,208.0,2640.24,2023-09-01,2023-10-03
1071503,ÇANKAYA,İSMET İNÖNÜ PARKI,948 SK,3790.0,12620.7,2019-07-30,2019-09-05
2246356,ÇANKAYA,YENİDE N YAŞAM PARKI,1235 CAD,711.0,9094.65,2023-09-02,2023-10-09
1446855,ÇANKAYA,FAZLI REYHAN PARKI,86 SK,37.0,174.39,2018-05-25,2018-06-27
1446331,ÇANKAYA,SELİM GEDİK PARKI,KAVAKLI SK,335.0,2779.42,2022-08-02,2022-09-02
667160,ÇANKAYA,MUHLİS AKARSU PARKI,SERHAT SK,96.0,478.32,2018-07-27,2018-09-01
1446105,ÇANKAYA,A.TANE R KIŞLALI SP TES,TÜRKOCAĞI CAD,545.0,1814.85,2020-07-04,2020-08-03
1446292,ÇANKAYA,HİLAL PARKI,677 CAD,6.0,19.98,2021-06-01,2021-06-30
1073597,ÇANKAYA,RACİ B ADEMLİ PARKI,2899 SK,1637.0,5451.21,2021-06-26,2021-08-02
122167,ÇANKAYA,BAHATTİN DİNÇMEN PARKI,2645 SK,1960.0,6526.8,2020-09-05,2020-10-08
2246407,ÇANKAYA,BİN ÇOCUK KOROSU,1577 SK,121.0,408.26,2016-02-29,2016-04-28
1446574,ÇANKAYA,PARK,1059 CAD,199.0,858.25,2017-10-25,2018-05-24
1071333,ÇANKAYA,RÜYA PARKI,438 SK,378.0,3757.59,2022-11-04,2023-05-04
1446970,ÇANKAYA,TODEM PARKI,1571 SK,586.0,2033.42,2016-08-04,2016-09-03
1071444,ÇANKAYA,SİMKENT SİTE ÖNÜ PARK,315 CAD,456.0,1571.44,2016-06-01,2016-06-27
1071388,ÇANKAYA,BARIŞ SİTE PARK,2109 SK,1657.0,5964.04,2015-11-04,2016-06-30
1445491,ÇANKAYA,PARK,575 SK,64.0,222.08,2016-09-03,2016-10-06
674274,ÇANKAYA,UMUT 2 PARKI,SÜLEYMANBEY CAD,130.0,962.0,2022-06-03,2022-06-30
2248749,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,319 SK,1352.0,4502.16,2019-09-06,2019-10-05
427503,ÇANKAYA,PARK,MÜNZEVİLER CAD,46.0,204.03,2015-06-04,2015-08-06
545133,ÇANKAYA,MAHONYA PARKI,2432 CAD,507.0,1946.58,2015-08-31,2016-05-28
545133,ÇANKAYA,ÇANKAYA BELEDİYEBAŞKANLIĞ I MAHONYA PARKI,2435 CAD,841.0,6223.4,2022-06-06,2022-07-01
1073597,ÇANKAYA,RACİ B ADEMLİ PARKI,2899 SK,93.0,309.69,2020-10-05,2021-05-28
669599,ÇANKAYA,BARIŞ 3 PARKI,2114 SK,389.0,1321.31,2016-04-28,2016-05-28
2019025,ÇANKAYA,KUBİLAY PARKI,ÖZTANYELİ KOP 72/1 PARSEL,179.0,710.94,2017-05-24,2017-06-22
1446054,ÇANKAYA,PARK,İLKER CAD,5.0,17.19,2016-05-27,2016-06-25
1071248,ÇANKAYA,YUVAM PARKI,MEKSİKA CAD,777.0,3083.88,2017-04-25,2017-07-30
2246233,ÇANKAYA,YAZI K IRI PARKI,1967 SK,154.0,1291.72,2022-08-02,2022-09-30
1446026,ÇANKAYA,TÜRKAN SAYLAN PARKI,2831 CAD,1.0,4.44,2015-08-04,2015-09-01
1446768,ÇANKAYA,SABAHATTİN ALİ PARKI,844 CAD,1821.0,6063.93,2020-07-30,2020-09-02
2248810,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH. MÜD.,OKYANUS SK,1558.0,12956.14,2022-08-03,2022-09-06
670141,ÇANKAYA,AŞIK MAHSUNİ PARKI,1 CAD,291.0,969.04,2020-12-03,2021-05-31
670090,ÇANKAYA,ERGOVAN PARKI,697 SK,315.0,3802.74,2023-08-04,2023-09-05
2246438,ÇANKAYA,MUHARREM KALELİ PARKI,1072 CAD,12.0,41.86,2021-08-30,2021-09-29
674148,ÇANKAYA,ŞH.AHM ET ERKAN DOĞAN PARK,2139 CAD,109.0,381.15,2021-09-02,2021-09-30
1445492,ÇANKAYA,A.TUNA TEKİN PARKI,393 CAD,161.0,536.13,2020-06-02,2020-07-06
1445333,ÇANKAYA,ERGENEKON PARKI,CÖMERTLER KOP 59/2 PARSEL,838.0,3356.19,2017-07-29,2017-08-28
2248282,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,BİLKENT,197.0,2507.62,2023-09-02,2023-10-04
1446768,ÇANKAYA,SABAHATTİN ALİ PARKI,844 CAD,2.0,8.6,2015-03-03,2015-04-30
2997833,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,1403 SK,14.0,46.62,2020-11-03,2021-05-27
1446855,ÇANKAYA,FAZLI REYHAN PARKI,86 SK,175.0,781.24,2015-07-31,2015-10-05
2246847,ÇANKAYA,YAĞMUR PARKI,3222 CAD,2373.0,9510.46,2017-08-01,2017-08-28
1446448,ÇANKAYA,ÇANKAYA BELEDİYE BAŞKANLI ĞI ŞH.HÜSEYİN OKUR PARKI,3244 SK,224.0,1051.68,2018-05-22,2018-06-23
1070750,ÇANKAYA,BETA SİT.YANI PARK,1943 CAD,30.0,134.65,2015-09-02,2015-10-02
1071388,ÇANKAYA,BARIŞ SİTE PARK,2109 SK,107.0,356.31,2019-09-05,2019-10-04
1446916,ÇANKAYA,YILDIZ KENTER PARKI,901 CAD,201.0,669.33,2020-10-05,2021-05-31
1445603,ÇANKAYA,PARK,450 CAD,10.0,34.9,2021-08-31,2021-09-28
668428,ÇANKAYA,PARK,1550 CAD,1132.0,5025.39,2015-07-01,2015-08-03
1446291,ÇANKAYA,ALİ DİNÇER FİDANLIK,ALİ FUAT CEBESOY CAD,4.0,13.32,2021-01-07,2021-06-02
2246733,ÇANKAYA,MİSKET PARKI,1199 SK,247.0,822.51,2019-11-04,2020-09-07
1445490,ÇANKAYA,PARK,KİŞİNEV CAD,680.0,3019.2,2015-08-01,2015-09-01
1445326,ÇANKAYA,78 LİLER PARKI,ZAKİR CAD,326.0,1138.9,2021-09-01,2021-09-29
1445490,ÇANKAYA,PARK,KİŞİNEV CAD,1600.0,6878.42,2014-10-31,2015-08-01
2248749,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,319 SK,1647.0,5484.51,2019-08-01,2019-09-06
674512,ÇANKAYA,CEMAL SÜREYYA PARKI,UÇARLI SK,1748.0,6065.56,2016-09-02,2016-10-05
1445602,ÇANKAYA,AHMET ATAKAN PARKI,1276 CAD,258.0,859.14,2020-08-05,2020-09-04
1447076,ÇANKAYA,HAMZA AKSOY PARKI,1163 CAD,22.0,93.87,2017-10-27,2018-04-20
2248749,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,319 SK,1256.0,10706.95,2022-09-06,2022-10-04
427497,ÇANKAYA,BASIN ŞEHİTLERİ PARKI,ŞEHİT ERSAN CAD,194.0,724.48,2015-10-06,2016-06-01
1447063,ÇANKAYA,ÖMER L ÜTFÜ AKAT PARKI,SİYASAL SİT,1279.0,4259.07,2019-07-29,2020-10-03
2246214,ÇANKAYA,PARK,KAZAKİSTAN CAD,15.0,49.95,2019-09-05,2019-10-07
1446925,ÇANKAYA,FUSUN SAYEK PARKI,HASAN CELAL GÜZEL CAD,163.0,542.79,2021-02-03,2021-06-03
1446026,ÇANKAYA,TÜRKAN SAYLAN PARKI,2831 CAD,693.0,2307.69,2019-09-03,2019-10-03
1446768,ÇANKAYA,SABAHATTİN ALİ PARKI,844 CAD,566.0,1884.78,2019-07-30,2019-09-03
2246705,ÇANKAYA,GAZZE PARKI,1139 SK,41.0,136.53,2021-06-02,2021-06-29
1071337,ÇANKAYA,KERİM AVŞAR PARKI,677 CAD,835.0,3599.78,2017-11-24,2019-05-24
1447066,ÇANKAYA,KIVIRCIK ALİ PARKI,1026 CAD,339.0,3794.58,2023-07-07,2023-08-05
674757,ÇANKAYA,MİNİ PARK,BAŞÇAVUŞ SK,107.0,477.54,2015-08-01,2015-10-01
670420,ÇANKAYA,KONAK PARKI,329 CAD,673.0,2241.09,2020-07-03,2020-08-05
1070739,ÇANKAYA,BARIŞ SİTE PARK,2096 SK,46.0,171.46,2016-11-02,2017-04-25
2246516,ÇANKAYA,ŞH.BİN YAVUZ BAŞAYAL PARK,1153 SK,127.0,673.52,2021-12-03,2022-05-05
1070738,ÇANKAYA,BARIŞ 5 PARK,2160 SK,267.0,2711.7,2022-10-31,2023-08-02
1447059,ÇANKAYA,A.V.B PARKI,290 SK,18.0,62.26,2016-06-30,2016-08-02
1446911,ÇANKAYA,EROL GÜNAYDIN PARKI,3441 SK,289.0,1147.83,2017-05-24,2017-06-22
1070350,ÇANKAYA,ÖZDOĞU KENT PARKI,844 SK,88.0,428.01,2018-08-31,2018-09-29
1071968,ÇANKAYA,GÜZİN ABLA PARKI,2165 SK,426.0,1706.78,2017-07-31,2017-08-26
1071044,ÇANKAYA,AŞIK V EYSEL-1 PARKI,HÜRRİYET CAD,96.0,326.83,2021-08-02,2021-08-31
2246213,ÇANKAYA,FİKRET KIZILOK PARKI,628 SK,174.0,780.7,2015-09-01,2015-10-02
2246516,ÇANKAYA,ŞH.BİN YAVUZ BAŞAYAL PARK,1153 SK,468.0,3883.44,2022-08-02,2022-09-05
332043,ÇANKAYA,ESER PARKI,AKDENİZ CAD,494.0,1820.4,2018-11-28,2019-06-28
434987,ÇANKAYA,ŞİMŞEK SOKAK Y.ALAN,ŞİMŞEK CAD,394.0,3264.04,2022-08-01,2022-09-02
2997656,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH. MÜD.,993 SK,249.0,1951.54,2022-06-30,2022-08-01
671264,ÇANKAYA,UMUT ÇOCUK PARKI,ŞEHİT GÖNENÇ SK,629.0,2124.97,2016-03-30,2016-04-29
1074372,ÇANKAYA,NEJAT UYGUR PARKI,1920 CAD,747.0,2591.02,2016-07-30,2016-08-27
1445869,ÇANKAYA,KOÇLAR PARKI,2497 SK,1143.0,3806.19,2019-07-31,2019-09-06
1446961,ÇANKAYA,PARK,ZÜLFÜ TİGREL CAD,1.0,4.0,2018-10-30,2019-04-22
332018,ÇANKAYA,AFET İNAN PARKI,KUVEYT CAD,16.0,62.24,2018-10-31,2019-05-24
671207,ÇANKAYA,ÇİĞDEM MAH.PARKI,1559 SK,629.0,2094.57,2019-09-06,2019-10-05
1445621,ÇANKAYA,GÜL DÜ NYA PARKI,2716 CAD,682.0,2271.06,2020-08-06,2020-09-07
670090,ÇANKAYA,ERGOVAN PARKI,697 SK,37.0,157.9,2017-10-27,2018-04-20
1446294,ÇANKAYA,9 EYLÜL PARKI,435 CAD,349.0,1162.17,2019-09-03,2019-10-03
1446124,ÇANKAYA,PARK,KARANFİL SK,3.0,14.59,2018-08-31,2018-09-29
2246733,ÇANKAYA,MİSKET PARKI,1199 SK,1.0,6.39,2022-04-04,2022-05-09
2246733,ÇANKAYA,MİSKET PARKI,1199 SK,142.0,523.99,2016-10-02,2017-04-25
1070857,ÇANKAYA,S.OĞUZ ÇETİN PARKI,638 CAD,434.0,1445.22,2019-06-28,2019-07-30
1445850,ÇANKAYA,TEOMAN ÖZTÜRK PARKI,KARAKAŞ SK,162.0,635.32,2017-03-28,2017-04-26
1445330,ÇANKAYA,ÇOBANYILDIZI PARKI,DUHAKENT KOP 82/1 PARSEL,327.0,1088.91,2019-07-02,2019-08-01
1447067,ÇANKAYA,NEŞET ERTAŞ PARKI,CEYHUN ATIF KANSU CAD,662.0,3230.97,2018-06-26,2018-07-28
1445328,ÇANKAYA,SEDİR PARKI,2520 SK,147.0,499.52,2016-04-30,2016-06-01
1445360,ÇANKAYA,A.TANE R KIŞLALI PARKI,2587 SK,2193.0,22043.03,2022-09-29,2023-08-07
1070789,ÇANKAYA,ATATÜRK SİTESİ PARKI,HACI MUSTAFA BEYNAM SK,125.0,416.25,2019-09-04,2019-10-07
2246419,ÇANKAYA,ŞÜKRAN GÜNGÖR,900 CAD,327.0,3639.51,2023-07-06,2023-08-03
1446354,ÇANKAYA,MUSTAF A SARI PARKI,350 SK,10.0,34.94,2021-09-01,2021-09-30
332047,ÇANKAYA,ANITPARK,MARAŞAL FEVZİ ÇAKMAK CAD,1107.0,4962.05,2015-08-29,2015-10-01
1445489,ÇANKAYA,CEVİZLİ PARKI,1274 SK,335.0,1669.62,2018-07-27,2018-09-03
1445909,ÇANKAYA,NEZİR BÜYÜKCENGİZ PRKI,648 CAD,150.0,562.43,2018-11-29,2019-05-24
2247293,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,AĞAÇSEVEN SK,35.0,139.03,2017-05-25,2017-06-22
1445618,ÇANKAYA,ÜÇ FİDAN PARKI,2639 CAD,708.0,2456.76,2016-08-31,2016-10-04
671041,ÇANKAYA,HUZUR PARKI,1142 SK,236.0,951.36,2017-08-26,2017-09-29
670241,ÇANKAYA,A.PAŞA KONAK PARKI,MÜNZEVİLER SK,350.0,1558.83,2018-03-22,2018-04-20
1446959,ÇANKAYA,GÜLTEN ÇAPAR PARKI,TİFLİS CAD,10.0,35.0,2021-09-03,2021-09-30
1073841,ÇANKAYA,PARK,SEYRAN CAD,37.0,205.44,2021-12-02,2022-06-06
1446960,ÇANKAYA,PARK,ÇAYHANE SK,1052.0,8233.45,2022-06-29,2022-08-02
1071425,ÇANKAYA,SAĞLIK OCAĞI YANI PARK,ŞEMSETTİN GÜNALTAY CAD,113.0,452.37,2017-07-28,2017-08-24
1071410,ÇANKAYA,UKRANYA PODİL 1 PARKI,596 SK,89.0,311.5,2021-09-03,2021-10-04
1445902,ÇANKAYA,ÖĞRETMENLER PARKI,ÖĞRETMENLER CAD,225.0,785.33,2021-08-31,2021-09-28
565227,ÇANKAYA,KEMAL KURTAŞ,499 SK,750.0,2497.5,2019-09-04,2019-10-03
1445360,ÇANKAYA,A.TANE R KIŞLALI PARKI,2587 SK,1296.0,4315.68,2020-10-05,2021-06-01
332010,ÇANKAYA,PAZAR PARKI,BEKAR SK,11.0,110.08,2022-11-03,2023-06-06
2246306,ÇANKAYA,PARK,SAKARYA CAD,54.0,186.76,2016-06-29,2016-08-03
671207,ÇANKAYA,ÇİĞDEM MAH.PARKI,1559 SK,674.0,2991.93,2015-06-30,2015-08-01
670518,ÇANKAYA,BAYRAKTAR PARKI,GEZEGEN SK,142.0,492.54,2016-07-30,2016-08-27
2248350,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,SUKARNO CADDESİ,406.0,1352.86,2021-06-29,2021-08-05
1446985,ÇANKAYA,TAMER KILIÇ PARKI,1046 SK,5.0,23.74,2021-09-29,2022-04-27
1070841,ÇANKAYA,CUMHUR İYET PARKI,2038 SK,1636.0,5447.88,2020-08-04,2020-09-04
1447063,ÇANKAYA,ÖMER L ÜTFÜ AKAT PARKI,SİYASAL SİT,779.0,3041.4,2018-09-29,2019-06-27
2104231,ÇANKAYA,MARİNA PARKI,2961 SK(GONCA EVLER SIT),24.0,88.1,2015-11-02,2016-04-30
1446769,ÇANKAYA,ÜNAL TEMİZYÜREK PARKI,1086 SK,130.0,432.9,2020-06-03,2021-06-02
671206,ÇANKAYA,PARK,ESAT CAD,159.0,529.47,2020-09-08,2020-10-06
2019025,ÇANKAYA,KUBİLAY PARKI,ÖZTANYELİ KOP 72/1 PARSEL,521.0,4067.06,2022-06-28,2022-07-30
565227,ÇANKAYA,KEMAL KURTAŞ,499 SK,408.0,1741.68,2017-10-28,2018-04-20
1445360,ÇANKAYA,A.TANE R KIŞLALI PARKI,2587 SK,588.0,4608.45,2022-06-30,2022-08-01
1445605,ÇANKAYA,MUHTARLIK PARKI,1282 CAD,137.0,466.78,2021-08-03,2021-08-31
332030,ÇANKAYA,NAMIK KEMAL PARKI,NECATİBEY CAD,6.0,19.98,2019-04-26,2019-07-01
1071264,ÇANKAYA,ALİ GÖKTAŞ PARKI,DİKMENYILDIZ SK,277.0,922.41,2020-08-03,2020-09-09
332022,ÇANKAYA,ZAFER PARKI,ATATÜRK BLV,134.0,540.44,2017-08-28,2017-10-02
670141,ÇANKAYA,AŞIK MAHSUNİ PARKI,1 CAD,30.0,255.12,2022-09-02,2022-10-04
2998456,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,CEYHUN ATIF KANSU CAD,291.0,3693.79,2023-09-01,2023-10-03
1446961,ÇANKAYA,PARK,ZÜLFÜ TİGREL CAD,8.0,34.13,2017-10-27,2018-04-19
669599,ÇANKAYA,BARIŞ 3 PARKI,2114 SK,1064.0,4234.72,2017-06-22,2017-07-27
1445489,ÇANKAYA,CEVİZLİ PARKI,1274 SK,474.0,2076.25,2015-03-02,2015-09-02
2247199,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,2067 CAD,56.0,272.9,2018-08-29,2018-09-29
671264,ÇANKAYA,UMUT ÇOCUK PARKI,ŞEHİT GÖNENÇ SK,823.0,2877.85,2021-09-02,2021-09-30
2248749,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,319 SK,1690.0,5627.7,2019-05-25,2019-07-01
2246733,ÇANKAYA,MİSKET PARKI,1199 SK,104.0,360.74,2016-07-30,2016-08-29
2246927,ÇANKAYA,PARK,OLGUNLAR CAD,10.0,99.35,2022-10-03,2023-07-06
667832,ÇANKAYA,KUTLUGÜN ÇOCUK PARKI,KUTLUGÜN SK,121.0,540.21,2015-08-05,2015-10-01
2246516,ÇANKAYA,ŞH.BİN YAVUZ BAŞAYAL PARK,1112 CAD,95.0,380.48,2017-07-29,2017-08-28
1070841,ÇANKAYA,CUMHUR İYET PARKI,2032 SK,826.0,6094.7,2022-06-02,2022-06-30
2246205,ÇANKAYA,İSİMSİZ PARK,GÖNÜL SK,74.0,294.36,2017-05-29,2017-07-31
671209,ÇANKAYA,GÜNEŞ PARKI,CEYHUN ATIF KANSU CAD,80.0,964.0,2023-08-04,2023-09-04
2246312,ÇANKAYA,PARK,İNKILAP SK,21.0,94.26,2015-09-02,2015-10-02
1446985,ÇANKAYA,TAMER KILIÇ PARKI,1046 SK,19.0,127.05,2022-04-27,2022-05-31
2248606,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,115 CAD,10.0,100.75,2022-12-05,2023-06-06
2104231,ÇANKAYA,MARİNA PARKI,2961 SK(GONCA EVLER SIT),2083.0,7097.28,2021-08-03,2021-09-01
1071333,ÇANKAYA,RÜYA PARKI,438 SK,17.0,65.92,2018-11-01,2019-05-27
1447019,ÇANKAYA,ALTIN ÇOCUK 1,2432 CAD,1.0,3.73,2016-11-02,2017-04-25
2248282,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,BİLKENT,61.0,212.93,2021-08-31,2021-09-29
1070998,ÇANKAYA,SAÇAK 1 PARKI,GALİP ERDEM CAD,124.0,430.28,2016-09-03,2016-10-06
670573,ÇANKAYA,SEVGİ PARKI,2481 sk,25.0,83.25,2019-09-04,2019-10-04
2246233,ÇANKAYA,YAZI K IRI PARKI,1967 SK,61.0,203.13,2019-07-02,2019-07-31
2246767,ÇANKAYA,9 EYLÜ L PARKI,ANADOLU BLV,590.0,3962.02,2022-04-29,2022-06-02
1071442,ÇANKAYA,TÜRKAN MİNİBAŞI PARKI,YÜCEL SEÇKİNER CAD.,19.0,119.0,2022-04-01,2022-04-29
2246813,ÇANKAYA,PARK,2016 CAD,205.0,803.2,2017-03-25,2017-04-24
1445325,ÇANKAYA,ŞAFAK RKI,BÜYÜK EMRE KOP 90/1 PARSEL,1571.0,6252.58,2017-06-23,2017-07-29
2248282,ÇANKAYA,ÇANKAYA BEL.BŞK.PARK VE B AH.MÜD.,BİLKENT,283.0,942.39,2021-03-30,2021-05-28
1445495,ÇANKAYA,KALELİ PARKI,1072 CAD,144.0,702.0,2018-06-26,2018-07-24
1445908,ÇANKAYA,MNG YANI PARK,576 SK,215.0,2596.01,2023-08-07,2023-09-05
2246150,ÇANKAYA,PARK,929 CAD,4129.0,20149.52,2018-06-27,2018-07-25
2246023,ÇANKAYA,AHMET KARAMAN PARKI,BEYSUPARK SİT,316.0,1232.19,2017-02-25,2017-04-24
1446855,ÇANKAYA,FAZLI REYHAN PARKI,86 SK,153.0,679.13,2015-06-29,2015-07-31
1071063,ÇANKAYA,ENVER .KORAY,1111 SK,6.0,20.64,2016-05-28,2016-06-27
671617,ÇANKAYA,ATA PARK,DİKMEN CAD,1528.0,12697.68,2022-08-04,2022-09-02
